,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
10,2793.3,2793.62,2795.05,2796.58,2797.82,2797.92,2799.48,2802.54,2802.95,2803.41,2804.89,2805.57,2809.19,2809.68,2808.5,2807.5,2807.71,2811.52,2813.08,2816.33,2820.23,2814.8,2810.3,2808.35,2804.89,2802.26,2798.47,2796.27,2798.32,2797.58,2796.05,2799.0,2798.22,2794.45,2790.72,2787.57,2786.91,2786.2,2783.9,2781.51,2778.57,2780.9,2784.14,2784.28,2783.49,2781.42,2780.73,2782.61,2782.77,2782.06,2784.04,2786.42,2788.3,2789.48,2783.09,2789.65,2795.01,2802.61,2797.47,2811.46,2805.68,2804.27,2804.82,2806.08,2808.23,2809.62,2819.92,2822.75,2828.21,2844.98,2853.62,2836.52,2837.69,2847.07,2858.66,2864.05,2857.06,2854.21,2869.46,2884.74
11,3051.16,3051.66,3053.39,3055.19,3056.64,3056.64,3058.76,3062.34,3062.54,3063.33,3065.0,3065.78,3070.44,3070.34,3069.28,3067.87,3068.47,3073.1,3074.6,3078.93,3083.23,3075.96,3071.42,3068.77,3064.77,3061.64,3057.03,3054.73,3057.41,3056.01,3054.52,3058.28,3056.71,3052.41,3047.86,3044.3,3043.7,3042.7,3039.92,3037.11,3033.54,3037.01,3040.38,3040.55,3039.5,3036.98,3036.39,3038.73,3038.63,3037.92,3040.49,3043.18,3045.44,3046.04,3039.44,3047.14,3054.12,3060.78,3057.27,3073.43,3065.46,3064.6,3064.65,3066.6,3068.88,3071.4,3082.3,3087.35,3093.68,3114.71,3120.14,3101.77,3104.05,3114.47,3127.91,3134.81,3124.84,3124.1,3142.88,3161.88
12,3309.69,3310.41,3312.48,3314.56,3316.22,3316.09,3318.88,3323.02,3322.92,3324.13,3325.99,3326.86,3332.75,3331.85,3331.01,3329.07,3330.16,3335.76,3337.06,3342.71,3347.37,3337.88,3333.49,3330.0,3325.43,3321.8,3316.24,3313.9,3317.33,3315.07,3313.72,3318.42,3315.83,3311.0,3305.53,3301.58,3301.05,3299.72,3296.39,3293.17,3288.88,3293.75,3297.16,3297.35,3296.0,3292.98,3292.55,3295.41,3294.96,3294.28,3297.54,3300.54,3303.21,3302.85,3296.59,3305.11,3313.65,3319.31,3318.35,3336.5,3326.07,3325.87,3325.23,3328.13,3330.47,3334.16,3345.02,3352.72,3360.51,3386.56,3387.67,3368.39,3372.11,3384.06,3399.02,3406.65,3395.12,3396.48,3418.61,3442.59
13,3568.92,3569.88,3572.3,3574.68,3576.57,3576.34,3579.85,3584.51,3584.14,3585.8,3587.85,3588.93,3595.98,3594.3,3593.6,3591.2,3592.87,3599.38,3600.63,3607.62,3612.41,3600.74,3596.45,3592.05,3586.91,3582.66,3576.16,3573.85,3577.95,3574.85,3573.73,3579.28,3575.61,3570.17,3563.77,3559.42,3558.95,3557.24,3553.33,3549.63,3544.75,3551.02,3554.46,3554.65,3552.97,3549.44,3549.25,3552.59,3551.79,3551.19,3555.16,3558.49,3561.5,3560.16,3554.42,3563.53,3573.57,3578.38,3580.13,3599.92,3587.33,3587.91,3586.91,3590.5,3593.03,3598.59,3608.89,3619.42,3629.13,3658.5,3656.19,3636.73,3642.15,3655.14,3671.49,3680.38,3667.57,3670.88,3696.43,3730.78
14,3828.81,3830.06,3832.88,3835.55,3837.63,3837.4,3841.66,3846.81,3846.25,3848.33,3850.58,3851.98,3860.08,3857.66,3857.08,3854.26,3856.61,3864.01,3865.33,3873.66,3878.38,3864.57,3860.26,3854.95,3849.15,3844.22,3836.81,3834.62,3839.27,3835.36,3834.56,3840.83,3836.06,3829.94,3822.57,3817.83,3817.4,3815.26,3810.75,3806.51,3801.2,3808.81,3812.29,3812.45,3810.39,3806.41,3806.47,3810.26,3809.11,3808.67,3813.38,3817.06,3820.3,3817.69,3812.92,3822.93,3834.43,3837.89,3842.86,3863.55,3849.29,3850.48,3849.47,3854.01,3856.52,3864.2,3873.49,3887.93,3899.5,3931.53,3924.74,3906.39,3913.91,3928.6,3946.75,3955.7,3941.92,3947.15,3976.42,4023.07
15,4089.42,4090.98,4094.21,4097.2,4099.45,4099.29,4104.34,4109.92,4109.23,4111.76,4114.22,4116.06,4125.08,4121.96,4121.42,4118.25,4121.39,4129.61,4131.17,4140.85,4145.2,4129.38,4124.92,4118.67,4112.2,4106.51,4098.19,4096.19,4101.27,4096.6,4096.2,4103.07,4097.16,4090.28,4081.94,4076.85,4076.38,4073.77,4068.6,4063.74,4058.22,4067.13,4070.65,4070.74,4068.27,4063.85,4064.24,4068.42,4066.92,4066.72,4072.18,4076.28,4079.9,4075.45,4072.23,4083.73,4096.28,4097.7,4106.91,4128.23,4112.21,4113.6,4113.03,4118.47,4120.89,4130.49,4139.26,4157.37,4170.84,4207.28,4195.03,4177.83,4187.06,4204.76,4225.53,4232.2,4217.67,4225.66,4258.75,4313.92
16,4350.74,4352.62,4356.26,4359.62,4361.99,4362.01,4367.91,4373.84,4373.07,4376.04,4378.73,4381.2,4390.94,4387.23,4386.65,4383.21,4387.2,4396.22,4398.19,4409.18,4412.89,4395.15,4390.45,4383.2,4376.01,4369.47,4360.29,4358.58,4363.96,4358.59,4358.7,4365.98,4358.94,4351.16,4341.83,4336.44,4335.9,4332.74,4326.91,4321.36,4315.83,4325.98,4329.54,4329.53,4326.59,4321.79,4322.55,4327.05,4325.23,4325.35,4331.58,4336.12,4340.91,4333.99,4332.17,4344.81,4359.31,4358.28,4372.56,4394.1,4375.69,4377.67,4377.32,4383.76,4386.22,4397.94,4407.0,4428.93,4444.12,4486.66,4468.7,4450.45,4462.39,4482.89,4505.6,4511.71,4495.44,4506.8,4543.51,4602.63
17,4612.74,4615.01,4619.09,4622.8,4625.29,4625.58,4632.35,4638.56,4637.78,4641.23,4644.12,4647.37,4657.69,4653.42,4652.72,4649.12,4654.09,4663.79,4666.39,4678.67,4681.39,4661.87,4656.85,4648.56,4640.62,4633.1,4623.12,4621.79,4627.3,4621.3,4622.06,4629.56,4621.34,4612.59,4602.28,4596.61,4595.95,4592.21,4585.68,4579.36,4574.05,4585.36,4588.97,4588.8,4585.36,4580.21,4581.43,4586.17,4584.04,4584.58,4591.58,4596.6,4602.8,4593.09,4592.79,4606.3,4623.91,4619.68,4639.28,4660.16,4640.65,4642.75,4642.71,4649.86,4652.49,4666.57,4676.49,4701.24,4719.82,4767.6,4744.33,4724.38,4739.48,4762.63,4786.74,4792.89,4774.23,4790.34,4829.1,4892.18
18,4875.46,4878.15,4882.68,4886.77,4889.31,4890.0,4897.68,4904.12,4903.42,4907.29,4910.39,4914.63,4925.27,4920.58,4919.64,4916.02,4922.07,4932.34,4935.81,4949.33,4950.7,4929.59,4924.06,4914.73,4905.99,4897.38,4886.68,4885.84,4891.28,4884.78,4886.32,4893.75,4884.37,4874.54,4863.27,4857.35,4856.53,4852.14,4844.91,4837.73,4832.89,4845.27,4848.93,4848.56,4844.55,4839.15,4840.89,4845.76,4843.38,4844.41,4852.16,4857.74,4864.65,4852.37,4854.49,4868.89,4889.87,4882.67,4907.21,4926.12,4906.62,4909.1,4909.1,4916.97,4919.65,4937.14,4947.67,4973.93,4997.65,5048.8,5022.34,4999.71,5019.13,5045.26,5070.57,5075.8,5054.92,5076.63,5116.98,5186.1
19,5138.92,5142.04,5147.05,5151.54,5154.08,5155.3,5163.94,5170.49,5169.96,5174.26,5177.59,5183.01,5193.73,5188.72,5187.43,5183.93,5191.17,5201.91,5206.43,5221.17,5220.77,5198.33,5192.09,5181.69,5172.14,5162.31,5150.94,5150.77,5155.93,5148.98,5151.47,5158.58,5148.07,5137.06,5124.82,5118.71,5117.63,5112.51,5104.55,5096.47,5092.43,5105.76,5109.47,5108.84,5104.18,5098.56,5100.9,5105.78,5103.23,5104.89,5113.34,5119.53,5127.23,5112.4,5117.12,5133.09,5156.71,5147.81,5176.25,5192.51,5173.98,5176.21,5176.3,5185.01,5187.96,5209.7,5220.54,5247.52,5276.91,5332.05,5301.25,5276.87,5301.62,5330.74,5357.82,5360.28,5337.64,5363.96,5407.37,5486.39
20,5403.06,5406.69,5412.21,5417.06,5419.62,5421.47,5431.09,5437.65,5437.39,5442.16,5445.69,5452.48,5463.06,5457.8,5456.05,5452.82,5461.39,5472.44,5478.3,5494.19,5491.56,5468.03,5460.95,5449.48,5439.04,5427.87,5415.93,5416.57,5421.2,5413.92,5417.54,5424.04,5412.37,5400.08,5386.92,5380.66,5379.26,5373.37,5364.63,5355.55,5352.62,5366.78,5370.54,5369.61,5364.22,5358.5,5361.51,5366.27,5363.58,5366.01,5375.14,5381.97,5390.09,5373.04,5380.41,5398.25,5424.37,5414.72,5447.41,5459.74,5441.97,5444.21,5444.75,5454.04,5457.4,5483.27,5494.7,5522.54,5559.88,5616.42,5579.66,5557.04,5584.42,5618.13,5647.21,5645.77,5621.81,5653.35,5701.35,5791.41
21,5667.95,5672.1,5678.16,5683.4,5685.87,5688.53,5699.17,5705.61,5705.73,5710.95,5714.67,5723.1,5733.19,5727.88,5725.55,5722.68,5732.76,5744.0,5751.45,5768.41,5763.09,5738.71,5730.66,5718.05,5706.68,5694.05,5681.65,5683.24,5687.13,5679.64,5684.54,5690.12,5677.33,5663.59,5649.5,5643.19,5641.41,5634.66,5625.16,5614.99,5613.5,5628.34,5632.16,5630.84,5624.66,5618.92,5622.69,5627.22,5624.43,5627.75,5637.56,5645.07,5652.59,5634.43,5643.92,5663.97,5693.14,5682.66,5718.92,5728.25,5710.57,5712.86,5714.25,5723.95,5728.09,5757.21,5770.94,5799.38,5844.26,5902.26,5858.47,5838.4,5867.44,5906.76,5937.22,5932.18,5908.61,5945.85,6002.44,6100.56
22,5933.58,5938.29,5944.85,5950.56,5952.89,5956.49,5968.21,5974.37,5974.99,5980.67,5984.6,5994.91,6004.19,5998.95,5995.87,5993.59,6005.24,6016.53,6025.91,6043.84,6035.29,6010.42,6001.14,5987.39,5975.1,5960.89,5948.11,5950.84,5953.66,5946.09,5952.44,5956.8,5942.89,5927.63,5912.63,5906.3,5904.08,5896.38,5886.08,5874.72,5875.13,5890.44,5894.31,5892.56,5885.52,5879.88,5884.48,5888.63,5885.79,5890.14,5900.61,5908.87,5915.77,5896.59,5908.12,5931.17,5961.56,5951.15,5991.45,5997.83,5980.14,5982.34,5984.73,5994.61,6000.26,6033.04,6049.79,6078.12,6130.52,6187.32,6138.04,6120.26,6151.74,6196.16,6228.72,6219.73,6197.51,6241.34,6307.93,6417.67
23,6199.92,6205.25,6212.35,6218.49,6220.62,6225.37,6238.16,6243.93,6245.22,6251.28,6255.44,6267.86,6275.97,6270.98,6267.05,6265.54,6278.91,6290.08,6301.69,6320.48,6308.18,6283.17,6272.44,6257.56,6244.24,6228.33,6215.31,6219.34,6220.82,6213.34,6221.31,6224.07,6209.09,6192.15,6176.29,6170.05,6167.26,6158.57,6147.43,6134.77,6137.48,6153.08,6157.01,6154.74,6146.77,6141.32,6146.85,6150.5,6147.65,6153.19,6164.3,6173.35,6179.08,6159.44,6173.31,6199.67,6228.18,6221.1,6265.84,6267.82,6251.22,6252.38,6256.19,6266.37,6274.32,6308.38,6329.71,6359.91,6421.19,6471.6,6419.61,6404.02,6437.7,6486.07,6521.91,6506.77,6488.83,6540.08,6614.71,6739.01
24,6467.01,6473.0,6480.66,6487.25,6489.11,6495.17,6509.08,6514.28,6516.39,6522.85,6527.18,6542.03,6548.59,6544.02,6539.05,6538.51,6553.77,6564.6,6578.82,6598.35,6581.68,6556.9,6544.51,6528.49,6514.15,6496.36,6483.25,6488.75,6488.56,6481.33,6491.15,6491.93,6475.89,6457.13,6440.48,6434.39,6430.95,6421.18,6409.21,6395.15,6400.57,6416.26,6420.25,6417.39,6408.45,6403.31,6409.86,6412.82,6410.02,6416.91,6428.62,6438.49,6442.37,6423.38,6438.83,6468.26,6494.86,6492.77,6541.47,6538.68,6523.32,6523.14,6528.79,6539.12,6549.38,6583.41,6610.03,6643.18,6714.5,6756.56,6702.68,6689.84,6726.66,6778.17,6815.59,6797.37,6783.53,6841.57,6926.49,7062.22
25,6734.87,6741.55,6749.79,6756.79,6758.49,6765.91,6780.82,6785.53,6788.49,6795.31,6800.05,6817.1,6822.22,6817.91,6812.07,6812.61,6829.63,6840.38,6857.16,6877.0,6856.16,6831.52,6817.39,6800.24,6784.73,6765.14,6752.05,6758.8,6757.04,6750.23,6761.66,6760.42,6743.2,6722.67,6705.26,6699.26,6695.09,6684.24,6671.37,6656.17,6664.21,6679.98,6683.98,6680.5,6670.6,6665.89,6673.35,6675.65,6673.01,6681.24,6693.59,6704.1,6706.14,6688.12,6704.66,6736.96,6762.0,6765.03,6816.88,6810.06,6796.12,6795.26,6802.24,6812.94,6826.75,6859.77,6891.82,6928.74,7006.52,7042.23,6987.91,6978.25,7017.12,7071.46,7111.46,7090.77,7080.6,7145.35,7250.71,7392.6
26,7003.49,7010.89,7019.68,7027.05,7028.75,7037.55,7053.38,7057.75,7061.48,7068.68,7074.02,7093.01,7096.8,7092.71,7086.08,7087.86,7106.53,7117.45,7136.72,7156.46,7131.68,7106.96,7091.12,7072.74,7055.95,7034.67,7021.77,7029.53,7026.3,7020.07,7032.81,7029.58,7011.1,6988.76,6970.62,6964.66,6959.73,6947.76,6933.88,6917.91,6928.38,6944.25,6948.2,6944.02,6933.29,6929.03,6937.31,6938.98,6936.62,6946.2,6959.21,6970.15,6969.88,6953.62,6971.81,7006.82,7029.42,7038.35,7091.91,7082.07,7069.2,7068.34,7077.04,7087.72,7105.47,7136.67,7175.98,7216.43,7299.27,7326.87,7274.52,7268.66,7310.78,7368.62,7408.88,7386.4,7379.71,7451.55,7580.4,7726.16
27,7272.9,7281.04,7290.4,7298.09,7299.92,7310.14,7326.75,7330.89,7335.43,7343.01,7349.17,7369.81,7372.39,7368.34,7361.09,7364.27,7384.43,7395.81,7417.5,7436.64,7408.25,7383.2,7365.65,7346.05,7327.87,7304.94,7292.37,7300.88,7296.31,7290.79,7304.6,7299.35,7279.49,7255.41,7236.62,7230.6,7224.82,7211.68,7196.69,7180.33,7193.1,7209.06,7212.89,7207.98,7196.46,7192.79,7201.74,7202.82,7200.88,7211.79,7225.56,7237.18,7233.66,7220.12,7240.95,7277.86,7296.89,7313.37,7368.1,7355.16,7342.62,7342.55,7352.87,7363.4,7384.59,7414.93,7460.88,7504.82,7595.77,7613.68,7563.33,7560.45,7608.1,7670.87,7707.13,7683.3,7681.53,7760.47,7905.25,8067.08
28,7543.08,7551.94,7561.95,7569.86,7572.01,7583.7,7600.93,7604.96,7610.27,7618.26,7625.51,7647.44,7649.0,7644.88,7637.15,7641.81,7663.37,7675.5,7699.51,7717.58,7685.82,7660.29,7640.98,7620.11,7600.41,7575.97,7563.87,7572.91,7567.13,7562.47,7577.01,7569.8,7548.38,7522.55,7503.22,7497.05,7490.33,7476.04,7459.85,7443.46,7458.36,7474.41,7478.07,7472.34,7460.17,7457.12,7466.65,7467.17,7465.78,7478.02,7492.56,7506.21,7498.44,7487.31,7510.12,7550.44,7565.25,7590.54,7645.71,7628.68,7617.11,7617.41,7629.48,7640.11,7665.0,7695.91,7748.6,7795.66,7897.48,7905.55,7853.25,7855.04,7907.74,7974.07,8009.52,7982.62,7986.72,8072.22,8224.43,8414.81
29,7814.06,7823.66,7834.28,7842.4,7845.02,7858.18,7875.93,7879.96,7886.08,7894.42,7903.01,7925.93,7926.58,7922.25,7914.23,7920.55,7943.31,7956.54,7982.76,7999.18,7964.39,7938.24,7917.15,7894.96,7873.57,7847.75,7836.27,7845.53,7838.69,7835.12,7850.03,7840.85,7817.74,7790.23,7770.4,7764.03,7756.32,7740.85,7723.34,7707.31,7724.16,7740.31,7743.72,7737.14,7724.37,7722.08,7732.02,7732.02,7731.34,7744.89,7760.24,7776.31,7763.8,7755.23,7779.52,7825.15,7834.6,7868.9,7923.02,7904.15,7892.74,7893.57,7906.86,7917.79,7946.72,7979.15,8036.73,8089.71,8200.71,8199.87,8144.5,8151.64,8209.0,8277.94,8313.62,8282.57,8294.79,8384.01,8543.5,8762.07
30,8085.83,8096.19,8107.46,8115.67,8118.96,8133.65,8151.79,8155.98,8162.79,8171.5,8181.75,8205.23,8205.2,8200.44,8192.4,8200.51,8224.24,8238.96,8267.27,8281.49,8244.03,8216.97,8194.1,8170.55,8147.33,8120.29,8109.58,8118.73,8111.07,8108.77,8123.59,8112.49,8087.58,8058.46,8038.18,8031.53,8022.74,8006.1,7987.16,7971.89,7990.51,8006.76,8009.84,8002.32,7989.12,7987.7,7997.85,7997.45,7997.57,8012.35,8028.66,8045.91,8029.16,8024.58,8050.33,8101.59,8106.15,8148.67,8199.58,8180.79,8169.95,8170.85,8185.34,8196.38,8231.01,8264.53,8324.71,8386.41,8503.25,8497.26,8437.25,8451.56,8514.05,8585.22,8619.49,8584.69,8606.31,8698.41,8868.61,9119.32
31,8358.41,8369.56,8381.48,8389.72,8393.86,8410.13,8428.47,8432.95,8440.48,8449.57,8461.75,8485.39,8484.86,8479.53,8471.67,8481.71,8506.23,8522.7,8553.04,8564.41,8524.75,8496.46,8471.82,8446.94,8421.68,8393.52,8383.9,8392.59,8384.2,8383.43,8397.74,8384.79,8357.93,8327.22,8306.62,8299.54,8289.56,8271.72,8251.3,8237.31,8257.47,8273.82,8276.5,8267.93,8254.36,8253.9,8264.07,8263.4,8264.54,8280.46,8297.77,8316.3,8295.45,8295.06,8323.36,8378.94,8380.81,8429.67,8476.34,8459.17,8447.88,8448.92,8464.79,8476.29,8517.91,8552.0,8613.44,8684.56,8808.17,8795.22,8732.2,8755.22,8822.77,8897.06,8926.92,8889.17,8918.38,9015.74,9202.95,9485.96
32,8631.79,8643.77,8656.3,8664.56,8669.72,8687.56,8705.95,8710.88,8719.16,8728.57,8742.97,8766.4,8765.51,8759.43,8751.98,8764.16,8789.21,8807.87,8840.09,8847.91,8806.49,8776.79,8750.39,8724.04,8696.62,8667.5,8659.15,8667.0,8658.09,8659.11,8672.45,8657.67,8628.74,8596.52,8575.66,8568.07,8556.85,8537.77,8515.75,8503.51,8524.98,8541.44,8543.62,8533.9,8520.17,8520.76,8530.74,8529.86,8532.21,8549.22,8567.58,8586.79,8562.4,8566.21,8597.51,8657.13,8657.85,8713.52,8753.97,8738.06,8726.73,8728.5,8745.29,8757.49,8805.75,8840.87,8903.76,8987.87,9113.96,9091.5,9031.23,9058.43,9133.56,9211.32,9234.97,9195.07,9232.71,9337.78,9543.62,9860.26
33,8906.0,8918.82,8931.98,8940.12,8946.56,8966.01,8984.24,8989.78,8998.76,9008.5,9025.49,9048.18,9047.21,9040.21,9033.33,9047.89,9073.26,9094.48,9128.42,9132.02,9089.24,9057.93,9029.71,9001.86,8972.11,8942.25,8935.36,8942.04,8932.81,8935.84,8947.73,8931.2,8899.97,8866.28,8845.3,8837.1,8824.54,8804.24,8780.51,8770.5,8793.04,8809.6,8811.21,8800.22,8786.47,8788.23,8797.86,8796.83,8800.58,8818.66,8838.08,8856.38,8830.24,8837.36,8872.13,8936.6,8936.06,8997.36,9033.16,9017.42,9006.13,9009.25,9026.7,9040.14,9093.56,9132.39,9196.33,9292.53,9421.16,9387.66,9331.35,9361.1,9445.33,9525.5,9543.54,9504.26,9550.99,9670.08,9889.52,10237.9
